 							Auto			Teleop								Endgame						Miscellaneous							
Initial	Match	Match lvl	Match #	Robot	Team #	Starting pos	Leave 	Amp	Speaker	Cycle Time	Amp	Speaker	Amped	Notes Drop	Fouls	Tech fouls	Defense	PickUp	Stage Time	Final stat	Trap?	Spolit Notes	Harmo. Robo	Driver skill	Defense	Speed	Died?	Tippy?	Dropped >2	Good partner?	Comment
